text,sentiment,cleaned_text
" Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",fearful,fearful whispers dark mind haunted specter unknown shadows dancing rhythm anxietys tune
" Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",bitterness,bitterness bitter aftertaste lingering tongue word reminder wounds refuse heal passing time
" Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",overwhelmed,overwhelmed cacophony expectations drowning soul tempest pressure struggling stay afloat
" Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",jealous,jealousy venom seeps veins poisoning heart turning breeding ground discontent
" Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",devastated,devastated revelation betrayal trust shattered like fragile glass leaving shards pain wake
" Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",frustrated,frustrated attempts mend broken connection threads understanding slipping fingers like grains sand
" Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",envious,envious gazes cast upon podium success bitter pill swallowed taste lingering constant reminder unattained heights
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",other,dismissive gestures curtain drawn shield vulnerability stage emotions take backseat performance indifference
" Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",sad,despair like heavy fog enveloping every thought blurring path ahead journey labyrinth utter hopelessness
" Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",bitterness,bitterness bitter chill air freezing moments icicles resentment dangle precariously landscape memory
" Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",sad,loneliness solitary moon starless sky casting cold glow landscape isolation echoes bounce empty spaces
" Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",other,yearning warmth vanished sun heartache painted hues sunset never graced horizon
" Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",fearful,fearful eyes scanning shadows prisoner night terrorized lurking monsters born minds darkest corners
" Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",other,apprehensive whispers wind forecast uncertainty minds weather vane spinning wildly storm doubt
" Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",overwhelmed,overwhelmed maze expectations minotaur pressure lurking labyrinth waiting devour spirit resilience
" Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",jealous,jealousy festering wound pain intensifying glance garden others achievements blooming beyond fence
" Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",devastated,devastated heart ruins echoes shattered dreams reverberating chambers requiem whole
" Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",frustrated,frustrated attempts untangle knot confusion threads understanding slipping labyrinth miscommunication
" Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",envious,envious eyes locked treasure chest opportunities heartache fueled desire keys seem forever elusive
Awe-struck by the breathtaking sunrise over the mountains.      ,awe,awestruck breathtaking sunrise mountains
Navigating through the challenges with determination.          ,determination,navigating challenges determination
Nostalgia hits while flipping through an old photo album.     ,nostalgia,nostalgia hits flipping old photo album
Thrilled to witness the grandeur of a cultural festival.       ,thrill,thrilled witness grandeur cultural festival
Calmness found in the rhythm of raindrops on the windowpane.   ,calmness,calmness found rhythm raindrops windowpane
Overwhelmed by the support received during a personal challenge.,overwhelmed,overwhelmed support received personal challenge
Excitement builds as the countdown to a long-awaited vacation begins. ,excitement,excitement builds countdown longawaited vacation begins
"Reflecting on life's journey, grateful for the lessons learned. ",gratitude,reflecting lifes journey grateful lessons learned
Bittersweet emotions arise while bidding farewell to a dear friend. ,other,bittersweet emotions arise bidding farewell dear friend
Curiosity sparked by exploring a mysterious ancient ruin.      ,curiosity,curiosity sparked exploring mysterious ancient ruin
Admiration for the intricate details of a handcrafted masterpiece. ,admiration,admiration intricate details handcrafted masterpiece
Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,other,overjoyed warmth cozy fireplace winter evening
Inspiration strikes while observing the colors of a vibrant sunset.,inspiration,inspiration strikes observing colors vibrant sunset
Motivated to achieve fitness goals after an invigorating workout.  ,other,motivated achieve fitness goals invigorating workout
