text,sentiment,cleaned_text
" Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",bitterness,bitterness bitter aftertaste lingering tongue word reminder wound refuse heal passing time
" Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",overwhelmed,overwhelmed cacophony expectation drowning soul tempest pressure struggling stay afloat
" Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",jealous,jealousy venom seeps vein poisoning heart turning breeding ground discontent
" Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",devastated,devastated revelation betrayal trust shattered like fragile glass leaving shard pain wake
" Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",frustrated,frustrated attempt mend broken connection thread understanding slipping finger like grain sand
" Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",envious,envious gaze cast upon podium success bitter pill swallowed taste lingering constant reminder unattained height
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",other,dismissive gesture curtain drawn shield vulnerability stage emotion take backseat performance indifference
" Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",sad,despair like heavy fog enveloping every thought blurring path ahead journey labyrinth utter hopelessness
" Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",bitterness,bitterness bitter chill air freezing moment icicle resentment dangle precariously landscape memory
" Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",sad,loneliness solitary moon starless sky casting cold glow landscape isolation echo bounce empty space
" Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",other,yearning warmth vanished sun heartache painted hue sunset never graced horizon
" Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",fearful,fearful eye scanning shadow prisoner night terrorized lurking monster born mind darkest corner
" Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",other,apprehensive whisper wind forecast uncertainty mind weather vane spinning wildly storm doubt
" Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",overwhelmed,overwhelmed maze expectation minotaur pressure lurking labyrinth waiting devour spirit resilience
" Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",jealous,jealousy festering wound pain intensifying glance garden others achievement blooming beyond fence
" Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",devastated,devastated heart ruin echo shattered dream reverberating chamber requiem whole
" Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",frustrated,frustrated attempt untangle knot confusion thread understanding slipping labyrinth miscommunication
" Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",envious,envious eye locked treasure chest opportunity heartache fueled desire key seem forever elusive
Awe-struck by the breathtaking sunrise over the mountains.      ,awe,awe struck breathtaking sunrise mountain
Navigating through the challenges with determination.          ,determination,navigating challenge determination
Nostalgia hits while flipping through an old photo album.     ,nostalgia,nostalgia hit flipping old photo album
Thrilled to witness the grandeur of a cultural festival.       ,thrill,thrilled witness grandeur cultural festival
Calmness found in the rhythm of raindrops on the windowpane.   ,calmness,calmness found rhythm raindrop windowpane
Overwhelmed by the support received during a personal challenge.,overwhelmed,overwhelmed support received personal challenge
Excitement builds as the countdown to a long-awaited vacation begins. ,excitement,excitement build countdown long awaited vacation begin
"Reflecting on life's journey, grateful for the lessons learned. ",gratitude,reflecting life journey grateful lesson learned
Bittersweet emotions arise while bidding farewell to a dear friend. ,other,bittersweet emotion arise bidding farewell dear friend
Curiosity sparked by exploring a mysterious ancient ruin.      ,curiosity,curiosity sparked exploring mysterious ancient ruin
Admiration for the intricate details of a handcrafted masterpiece. ,admiration,admiration intricate detail handcrafted masterpiece
Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,other,overjoyed warmth cozy fireplace winter evening
Inspiration strikes while observing the colors of a vibrant sunset.,inspiration,inspiration strike observing color vibrant sunset
Motivated to achieve fitness goals after an invigorating workout.  ,other,motivated achieve fitness goal invigorating workout
Gratitude for the simple joys found in a cup of morning coffee.    ,gratitude,gratitude simple joy found cup morning coffee
Feeling empowered after conquering a challenging hiking trail.     ,empowerment,feeling empowered conquering challenging hiking trail
