hate,text,cleaned_text
2,mai kehe raha hu agar gaand me dum hai to unke beech me bolegatera joota mera sirteri maa chodke haxe2x80xa6,mai kehe raha hu agar gaand dum hai unke beech bolegatera joota mera sirteri maa chodke haxexxa
2,bhai kya main is randi zara khan randi ko aur naxe2x80xa6,bhai kya main randi zara khan randi ko aur naxexxa
2,randi h sali chinaal,randi h sali chinaal
2,chinaal chodi k pane mat kar bkl,chinaal chodi k pane mat kar bkl
2,randi k pille teri maa behen ko kothe pe bech k aaya hu abxe2x80xa6,randi k pille teri maa behen ko kothe pe bech k aaya hu abxexxa
2,rt   sant rampalji maharaj ke anmool vachan dekiye shadna chinaal par 740 se,rt sant rampalji maharaj ke anmool vachan dekiye shadna chinaal par se
2,ayesha fatima rss ke office ki chinaal,ayesha fatima rss ke office ki chinaal
2,oohhh really meri kuttiyaa sali hraamzaddi randi kamini chinaal,oohhh really meri kuttiyaa sali hraamzaddi randi kamini chinaal
2,is chinaal ko italy bhejo pehle,chinaal ko italy bhejo pehle
2,apni is chinaal behan ko lund pr latka kr iski gaand chodugaa nuchaal uchaal kr,apni chinaal behan ko lund pr latka kr iski gaand chodugaa nuchaal uchaal kr
2,randi woh nahi teri maa hai mast chudwaa gayi thi us raat ko mere se tab jaake tu paida huva merxe2x80xa6,randi woh nahi teri maa hai mast chudwaa gayi thi us raat ko mere se tab jaake tu paida huva merxexxa
2,rt   meri randi patni sara ko chinaal bana ker chod rahen ussi ke bhai dost imr pheche se chodraxe2x80xa6,rt meri randi patni sara ko chinaal bana ker chod rahen ussi ke bhai dost imr pheche se chodraxexxa
2,rt   dekiye sant rampalji maharaj ke anmool vachan shadna chinaal par 740se,rt dekiye sant rampalji maharaj ke anmool vachan shadna chinaal par se
2,1300000000000 logo ne teri maa ki chut ka seal toda tha tabxe2x80xa6,logo ne teri maa ki chut ka seal toda tha tabxexxa
2,chinaal merchant apply burnol,chinaal merchant apply burnol
2,meri randi patni sara mere office ke ek black colleague ka lund chusne ke baad chinaal kixe2x80xa6,meri randi patni sara mere office ke ek black colleague ka lund chusne ke baad chinaal kixexxa
2,fake account chinaal,fake account chinaal
2,aaja randi k ladke papa se fadda karega block mat karna terxe2x80xa6,aaja randi k ladke papa se fadda karega block mat karna terxexxa
2,meri randi patni sara jesse bhi chudati hai uski essa feeling deti hai jesse ke wo uski rakhel ho apni cousin kexe2x80xa6,meri randi patni sara jesse bhi chudati hai uski essa feeling deti hai jesse ke wo uski rakhel ho apni cousin kexexxa
2,bandar ka gaand bhi tere se accha dikhta hai madarchod redxe2x80xa6,bandar ka gaand bhi tere se accha dikhta hai madarchod redxexxa
2,vo teri gaand chategi or tu raandhaan chinaal tu saali bhen ki lodi mera laxe2x80xa6,vo teri gaand chategi tu raandhaan chinaal tu saali bhen ki lodi mera laxexxa
2,sikh lungi chinaal maa to khud rand h,sikh lungi chinaal maa khud rand h
0,rt          xe2x80xa6,rt xexxa
2,chadhugaa hi raand meri betichod ki aulaad saali aahhhnmast chut h chinaal teri,chadhugaa hi raand meri betichod ki aulaad saali aahhhnmast chut h chinaal teri
2,randinn chinaal nisse bhi koi gandi gaali hai iss aurat ke liye,randinn chinaal nisse bhi koi gandi gaali hai iss aurat ke liye
2,ab teri ma chinaal hai to usko wahich bolenge baap bhadwa hai to usko bhi wahich bolenge to mm to nupxe2x80xa6,ab teri chinaal hai usko wahich bolenge baap bhadwa hai usko bhi wahich bolenge mm nupxexxa
2,meri randi patni sara ko chinaal bana ker chod rahen ussi ke bhai dost imr pheche se choxe2x80xa6,meri randi patni sara ko chinaal bana ker chod rahen ussi ke bhai dost imr pheche se choxexxa
2,abey randi k pille teri maa ki chut mein kutte ka lawra daaxe2x80xa6,abey randi k pille teri maa ki chut mein kutte ka lawra daaxexxa
2,bhosode k airtel behnchod4g ki offer dikhata haikhud k gaand k 2g v nhi haichutiya ulimited tatti 4xe2x80xa6,bhosode k airtel behnchodg ki offer dikhata haikhud k gaand k g v nhi haichutiya ulimited tatti xexxa
2,tera maa ka bhosda naa ban jaaye dhyaan rakhiyo chinaal ke,tera maa ka bhosda naa ban jaaye dhyaan rakhiyo chinaal ke
2,bohsdi ke apni chinaal ma aur bhadwe baap ko bhi ladwa deta beech mein kis gutter ka critic hai tu mayeove,bohsdi ke apni chinaal aur bhadwe baap ko bhi ladwa deta beech mein kis gutter ka critic hai tu mayeove
2,teri ma chinaalmc k bachhexf0x9fx98x82xf0x9fx98x82,teri chinaalmc k bachhexfxfxxxfxfxx
2,rt  pm follows people who say rape kar denge randi chinaal  acha hua marr gayi kutiya amp the word neech is troublingxe2x80xa6,rt pm follows people say rape kar denge randi chinaal acha hua marr gayi kutiya amp word neech troublingxexxa
2,beej chuss chuss kar nikaal lxe2x80xa6,beej chuss chuss kar nikaal lxexxa
0,aaj mene fir jazbaat bhejeaaj tumne fir alfaz hi samjhepiyush mishra toh gazab ka talent nbaaki rahi baat porxe2x80xa6,aaj mene fir jazbaat bhejeaaj tumne fir alfaz hi samjhepiyush mishra toh gazab ka talent nbaaki rahi baat porxexxa
2,pm follows people who say rape kar denge randi chinaal  acha hua marr gayi kutiya amp the worxe2x80xa6,pm follows people say rape kar denge randi chinaal acha hua marr gayi kutiya amp worxexxa
2,rt  mai or meri khubsurat randi  ek dusray ko piyaar kartay huwasali h chinaal meri lund ki shuhagan jab takxe2x80xa6,rt mai meri khubsurat randi ek dusray ko piyaar kartay huwasali h chinaal meri lund ki shuhagan jab takxexxa
2,taqid mere dost meri randi patni sara ko kuttiya bana ker pheche se chod raha or uskixe2x80xa6,taqid mere dost meri randi patni sara ko kuttiya bana ker pheche se chod raha uskixexxa
2,chinaal how can khichdi be tasty without non veg,chinaal khichdi tasty without non veg
2,pm follows people who say rape kar denge randi chinaal  acha hua marr gayi kutiya amp the word neech isxe2x80xa6,pm follows people say rape kar denge randi chinaal acha hua marr gayi kutiya amp word neech isxexxa
2,saali lund khao chinaalhehe,saali lund khao chinaalhehe
2,dekh meri raaand kese kake lund pr uchal rhi h tu bhen ki lodi ghasti chinaal,dekh meri raaand kese kake lund pr uchal rhi h tu bhen ki lodi ghasti chinaal
2,rt   taqid meri randiwife sara ko chod raha tha tabhi uski chinaal patni hamna aagai lekin wo phixe2x80xa6,rt taqid meri randiwife sara ko chod raha tha tabhi uski chinaal patni hamna aagai lekin wo phixexxa
2,chinaal tu raandi hai mein tujhe ruka sakta hu par tu mujhe nhi,chinaal tu raandi hai mein tujhe ruka sakta hu par tu mujhe nhi
2,chinaal where were you when 150 senior citizens were killed due to demonetisation,chinaal senior citizens killed due demonetisation
2,pm  follows people who say rape kar denge randi chinaal  acha hua marxe2x80xa6,pm follows people say rape kar denge randi chinaal acha hua marxexxa
2,meri randi patni sara porn dekhte huwe mera intezar me thi or meine apne dost taqid ko bhxe2x80xa6,meri randi patni sara porn dekhte huwe mera intezar thi meine apne dost taqid ko bhxexxa
2,chinaal ke ruk to jaachoot marani ke raand ke,chinaal ke ruk jaachoot marani ke raand ke
2,sant rampalji maharaj ke anmool vachan dekiye shadna chinaal par 740 se,sant rampalji maharaj ke anmool vachan dekiye shadna chinaal par se
2,raaand saalinchinaal hi h tu bhi,raaand saalinchinaal hi h tu bhi
2,rt   meri randi patni sara porn dekhte huwe mera intezar me thi or meine apne dost taqid ko bhejaxe2x80xa6,rt meri randi patni sara porn dekhte huwe mera intezar thi meine apne dost taqid ko bhejaxexxa
2,aapne to chinaal ko bhi peeche chorh diya,aapne chinaal ko bhi peeche chorh diya
2,salgay fans calling her randi chinaal on her wedding day dhobi fans trolling yuvi on his birthday xf0x9fx98x80xf0x9fx98x81xf0x9fx98x82 what type of madarchods,salgay fans calling randi chinaal wedding day dhobi fans trolling yuvi birthday xfxfxxxfxfxxxfxfxx type madarchods
2,rt   teri maa saali chinaal hain lund ko aise chodti hain ke pyaar ho jaata hain,rt teri maa saali chinaal hain lund ko aise chodti hain ke pyaar ho jaata hain
2,tere lund k bhuki hai saali chinaal kuttiya peshaab pine ko tayaar tera,tere lund k bhuki hai saali chinaal kuttiya peshaab pine ko tayaar tera
2,pm follows people who say rape kar denge randi chinaal  acha hua marr gayi kutiya amp the woxe2x80xa6,pm follows people say rape kar denge randi chinaal acha hua marr gayi kutiya amp woxexxa
2,to khaaja bhenchod saali chinaalnaahhhh chussti mast h tuu,khaaja bhenchod saali chinaalnaahhhh chussti mast h tuu
2,abey lund ke tope chinaal ki aulad teri behn ki chut mai hathi ka luxe2x80xa6,abey lund ke tope chinaal ki aulad teri behn ki chut mai hathi ka luxexxa
2,if you were incapable to maintain the timeyou change the train timingbut you chutiyas are making us chutia,incapable maintain timeyou change train timingbut chutiyas making us chutia
2,rt   bc itna drama public ko chutia banane ke liye hai,rt bc itna drama public ko chutia banane ke liye hai
2,isse air ek baat sabit hota hai ki tumlog pakistan ke saath hopublic ko chutia banana band kar haramkhor,isse air ek baat sabit hota hai ki tumlog pakistan ke saath hopublic ko chutia banana band kar haramkhor
2,once a chutes always be chutia xf0x9fx98x87xf0x9fx98x87xf0x9fx98x87xf0x9fx98x87,chutes always chutia xfxfxxxfxfxxxfxfxxxfxfxx
2,chutia xf0x9fx98x81xf0x9fx98x81xf0x9fx98x81xf0x9fx98x81xf0x9fx98x81,chutia xfxfxxxfxfxxxfxfxxxfxfxxxfxfxx
2,yeh chutia tha hai aur rehega,yeh chutia tha hai aur rehega
2,teri behan di siri angraizon kai kuttai tu terai aaqa aor unki gandi aolad jo saaraxe2x80xa6,teri behan di siri angraizon kai kuttai tu terai aaqa aor unki gandi aolad jo saaraxexxa
2,abey chutia auraat mana paisa boht maine rkhta h kam se kam spirituality ka dhong kar rhi h toh bhaxe2x80xa6,abey chutia auraat mana paisa boht maine rkhta h kam se kam spirituality ka dhong kar rhi h toh bhaxexxa
2,sambit patra kya aap gobar khake aedhe kya jo aap bata rah hai modi desh k bab hai nchutia sambit patxe2x80xa6,sambit patra kya aap gobar khake aedhe kya jo aap bata rah hai modi desh k bab hai nchutia sambit patxexxa
0,nice,nice
0,congresspresidentrahulgandhinhahahahny toh wahi hogya jaise hafeez syeed k beta atankwadi hi baneganwaise gaxe2x80xa6,congresspresidentrahulgandhinhahahahny toh wahi hogya jaise hafeez syeed k beta atankwadi hi baneganwaise gaxexxa
2,madharchod chutiya issh tellychakkar ko unfollow kro yar faltu news post krta hai ye chutia,madharchod chutiya issh tellychakkar ko unfollow kro yar faltu news post krta hai ye chutia
2,wait for dec 18th pappu tu hi flop ho jayega chutia rahul gandhi ha ha ha,wait dec th pappu tu hi flop ho jayega chutia rahul gandhi ha ha ha
2,no matter how good the newpaper talking you will still find a chutia mantri doing chutiyapa,matter good newpaper talking still find chutia mantri chutiyapa
2,ye dangu chahta bhi yahi haiki log isko reply kare is sale ko sab unfollow kar dochutia banda,ye dangu chahta bhi yahi haiki log isko reply kare sale ko sab unfollow kar dochutia banda
2,rt     hina k expressions aise h chutia chup teri aukaat pata h n2 minutes kaxe2x80xa6,rt hina k expressions aise h chutia chup teri aukaat pata h n minutes kaxexxa
2,google krka books dhoondho chutia tu nai hogia xf0x9fx98x82,google krka books dhoondho chutia tu nai hogia xfxfxx
2,tharki budda  tum bhi ik wali rawish py chal rahay ho mai samjha k tum shyd sirf zuban k he chutia ho lxe2x80xa6,tharki budda tum bhi ik wali rawish py chal rahay ho mai samjha k tum shyd sirf zuban k chutia ho lxexxa
2,rt    congrss chutia ke pass iska koi jabab nahi hai inlogo chutiyagiri ke siba aur kuch nahixe2x80xa6,rt congrss chutia ke pass iska koi jabab nahi hai inlogo chutiyagiri ke siba aur kuch nahixexxa
2,chutia colloquially quoting manish tewari and diggy raja is the only word suitable for this guy wonder where papxe2x80xa6,chutia colloquially quoting manish tewari diggy raja word suitable guy wonder papxexxa
2,awaam to chutia hi ho gae hai unki shadi ko ly kr,awaam chutia hi ho gae hai unki shadi ko ly kr
2,aur agr chutia ho to modi jaisa,aur agr chutia ho modi jaisa
2,rt   vikas is chutia too i know xf0x9fx98x82xf0x9fx98x82,rt vikas chutia know xfxfxxxfxfxx
2,chutia log hahahahahaaha,chutia log hahahahahaaha
2,3 chutia stooges,chutia stooges
2,chutia log pehle sikh le ja k marathi  shilpa k piche pad jaate  ab maa ko bhi ni chhoda,chutia log pehle sikh le ja k marathi shilpa k piche pad jaate ab maa ko bhi ni chhoda
2,chutia,chutia
2,chutia ias tha wo,chutia ias tha wo
2,reech nahi neech hai vondesh ha chutia kaat raah hai jo,reech nahi neech hai vondesh ha chutia kaat raah hai jo
2,chutia frog theek rehega,chutia frog theek rehega
2,india deta h leni to usy atii hi nahi nchutia,india deta h leni usy atii hi nahi nchutia
2,chutia khud school gya nhi aur baccho ko pda rha hai murkh hai,chutia khud school gya nhi aur baccho ko pda rha hai murkh hai
2,aby ye kon hy chutia,aby ye kon hy chutia
2,sambit patra kya aap gobar khake aedhe kya jo aap bata rah hai modi desh k baxe2x80xa6,sambit patra kya aap gobar khake aedhe kya jo aap bata rah hai modi desh k baxexxa
2,vikas is chutia too i know xf0x9fx98x82xf0x9fx98x82,vikas chutia know xfxfxxxfxfxx
2,chutia he kya ye xf0x9fx98x82 ldki kch b bol do bs,chutia kya ye xfxfxx ldki kch b bol bs
2,who is this chutia,chutia
2,chutia  spokies pimps worst than  pig soch debating on   media_dera secret meating  by gaddar peemamp,chutia spokies pimps worst pig soch debating mediadera secret meating gaddar peemamp
2,is chutia ko kisne banaya hai leader and anchor  desh ko lootne wale kxe2x80xa6,chutia ko kisne banaya hai leader anchor desh ko lootne wale kxexxa
2,ache din chutia sardar found his tounge traitors should be shot dead,ache din chutia sardar found tounge traitors shot dead
2,chutia of d year award goes to mukul singh,chutia year award goes mukul singh
2,modi ka dusman pakistan kewal election ke liye hai public ko chutia banana hai badd me dost donoxe2x80xa6,modi ka dusman pakistan kewal election ke liye hai public ko chutia banana hai badd dost donoxexxa
2,chutia comunist aur srcular logo abhi bhi samajh me nahi ayega,chutia comunist aur srcular logo abhi bhi samajh nahi ayega
2,chutia public to be blamed,chutia public blamed
2,nawaj sarif kay tumahare or modi ke giga lagate hai sadi me chale gayechutia,nawaj sarif kay tumahare modi ke giga lagate hai sadi chale gayechutia
2,member of chutia brigade forgot sikh massacre of 1984,member chutia brigade forgot sikh massacre
2,haan sarim chutia ko barbaad kar bas xf0x9fx98x82,haan sarim chutia ko barbaad kar bas xfxfxx
2,xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82 chutia spotted,xfxfxxxfxfxxxfxfxxxfxfxx chutia spotted
2,rt  chutia colloquially quoting manish tewari and diggy raja is the only word suitable for this guy wonder where pappu finds sxe2x80xa6,rt chutia colloquially quoting manish tewari diggy raja word suitable guy wonder pappu finds sxexxa
0,first congress told no such meeting with pak and china authority but came and later we had a meetixe2x80xa6,first congress told meeting pak china authority came later meetixexxa
2,tu to hy e chutia,tu hy e chutia
2,congrss chutia ke pass iska koi jabab nahi hai inlogo chutiyagiri ke siba aur kuch nahi aata hai,congrss chutia ke pass iska koi jabab nahi hai inlogo chutiyagiri ke siba aur kuch nahi aata hai
2,how long modisarkar bear chutia bjp yashwantsinha  defends mani shankar aiyar calls pakistan conspiracy allegation absurd,long modisarkar bear chutia bjp yashwantsinha defends mani shankar aiyar calls pakistan conspiracy allegation absurd
2,tax chori kar ke govt ok bahut din chutia banaya ab raste me aa gaye sab chor log papu brigade bana rxe2x80xa6,tax chori kar ke govt ok bahut din chutia banaya ab raste aa gaye sab chor log papu brigade bana rxexxa
2,chutia had not seen empty vote in delhihave not feel ashamed f,chutia seen empty vote delhihave feel ashamed f
2,apki debates dekhiapse bada chutia nahi dekha ajtak,apki debates dekhiapse bada chutia nahi dekha ajtak
2,oho chutia,oho chutia
2,he is both chutia amp,chutia amp
2,kt gya chutia,kt gya chutia
2,chutia bna gya is qaum ko wo bhi jo is iq k sath,chutia bna gya qaum ko wo bhi jo iq k sath
2,sirjibahut bahut bahut badi chutia picture banaikaun tha banaane wala bada waisey,sirjibahut bahut bahut badi chutia picture banaikaun tha banaane wala bada waisey
2,or sun itna chutia chutia chilla rahe ho sari duniya chut se nixe2x80xa6,sun itna chutia chutia chilla rahe ho sari duniya chut se nixexxa
2,chutia raghu,chutia raghu
2,chatur means clever that i am but chutia means stupid that what you all are,chatur means clever chutia means stupid
2,rt  awaam to chutia hi ho gae hai unki shadi ko ly kr,rt awaam chutia hi ho gae hai unki shadi ko ly kr
2,chup kar chutia,chup kar chutia
2,chutia i asked one question what your mother and shindi was doing in front of iit is protection used,chutia asked one question mother shindi front iit protection used
2,kanhaiyakumar agar tu yeh padh raha hai toh sun be chutia tu jaha bol im ready to debate wid u and terese bhi jyaaxe2x80xa6,kanhaiyakumar agar tu yeh padh raha hai toh sun chutia tu jaha bol im ready debate wid u terese bhi jyaaxexxa
2,are gb road mai pada huye randi ke beto xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82nnghasti ke londo,gb road mai pada huye randi ke beto xfxfxxxfxfxxxfxfxxnnghasti ke londo
2,hahahahah tere gay tatte di ma nu spider man banke building to latka le lunxe2x80xa6,hahahahah tere gay tatte di nu spider man banke building latka le lunxexxa
